,brand,brand_model,make,model,price,year,model_month,model_year,km_used,fuel_type,mileage,transmission,color,no_of_owners,overall_condition,engine_condition,suspension_condition,brakes_condition,electrical_condition,ac_condition,exterior_condition,interior_condition,tyre_condition
4011,MarutiSuzuki,Alto,MarutiSuzuki Alto,LXi CNG [2014-2018],4.75,2017-06-01,6,2017,52000.0,CNG,32.26,Manual,White,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.3
3257,Honda,Civic,Honda Civic,1.8V MT Sunroof,4.95,2012-11-01,11,2012,42500.0,Petrol,14.8,Manual,Silver,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.8
4710,Mercedes-Benz,GLC,Mercedes-Benz GLC,220 d Progressive,63.0,2021-06-01,6,2021,12000.0,Diesel,17.76,Automatic,White,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.6
2513,BMW,X1,BMW X1,sDrive20d,26.0,2018-06-01,6,2018,58000.0,Diesel,15.06,Automatic,White,First,4.7,4.5,5.0,5.0,3.6,5.0,5.0,4.7,3.8
5109,Mahindra,XUV500,Mahindra XUV500,W10,10.5,2016-06-01,6,2016,84000.0,Diesel,16.0,Manual,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.1
3931,LandRover,Evoque,LandRover Evoque,Dynamic SD4,25.0,2013-06-01,6,2013,35000.0,Diesel,13.32,Automatic,White,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.3
1945,Hyundai,Verna,Hyundai Verna,Fluidic 1.6 CRDi SX AT,5.49,2014-06-01,6,2014,118000.0,Diesel,19.41,Automatic,Blue,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.6
1787,Hyundai,Grand i10,Hyundai Grand i10,Magna 1.1 CRDi [2016-2017],4.25,2017-04-01,4,2017,43966.0,Diesel,24.0,Manual,Silver,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.8
3585,Mercedes-Benz,V-Class,Mercedes-Benz V-Class,Exclusive LWB [2019-2020],82.5,2019-05-01,5,2019,4000.0,Diesel,17.76,Automatic,Blue,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.8
855,Toyota,Innova,Toyota Innova,ZX 2.4 AT 7 STR,29.5,2021-06-01,6,2021,12500.0,Diesel,15.6,Automatic,Black,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
174,Jeep,Compass,Jeep Compass,Model S (O) Diesel 4x4 AT,23.5,2021-06-01,6,2021,12200.0,Diesel,17.1,Automatic,White,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.1
1513,Kia,Seltos,Kia Seltos,GTX AT 1.4,16.25,2019-06-01,6,2019,24887.0,Petrol,16.5,Automatic,Red,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
1323,Audi,A3,Audi A3,35 TDI Premium Plus,18.0,2015-01-01,1,2015,72372.0,Diesel,19.2,Automatic,White,First,4.6,4.5,5.0,5.0,3.9,4.5,5.0,4.7,2.9
4727,Mahindra,Bolero,Mahindra Bolero,SLX BS IV,5.5,2014-06-01,6,2014,82000.0,Diesel,15.96,Manual,White,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.6
3622,Ford,Endeavour,Ford Endeavour,Titanium 3.2 4x4 AT,39.0,2019-06-01,6,2019,27000.0,Diesel,10.91,Automatic,Black,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
4888,Audi,A4,Audi A4,2.0 TDI Sline,12.5,2012-06-01,6,2012,100000.0,Diesel,17.39,Automatic,White,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.6
4617,Audi,Q7,Audi Q7,45 TDI Premium Plus,45.0,2016-06-01,6,2016,85000.0,Diesel,14.75,Automatic,Blue,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
3720,Audi,A6,Audi A6,2.0 TDI Premium,14.0,2013-06-01,6,2013,90000.0,Diesel,16.66,Automatic,Black,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
2310,Audi,A4,Audi A4,1.8 TFSI,13.5,2012-06-01,6,2012,57099.0,Petrol,8.96,Automatic,White,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.2,3.6
4239,MarutiSuzuki,Baleno,MarutiSuzuki Baleno,Delta 1.2,7.39,2018-06-01,6,2018,21918.0,Petrol,21.4,Manual,Blue,First,4.5,4.5,3.2,5.0,3.6,4.3,5.0,4.7,3.0
3240,Mahindra,TUV300,Mahindra TUV300,T8,6.0,2015-11-01,11,2015,105396.0,Diesel,18.49,Manual,White,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.8
16,Mahindra,Logan/Verito,Mahindra Logan/Verito,1.5 D6 BS-IV,4.5,2012-06-01,6,2012,100000.0,Diesel,15.0,Manual,Maroon,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.7
3475,MarutiSuzuki,Alto 800,MarutiSuzuki Alto 800,LXi (O),3.45,2019-05-01,5,2019,13137.0,Petrol,22.0,Manual,Orange,First,4.6,4.2,5.0,5.0,3.6,4.3,5.0,4.7,3.9
1623,Mercedes-Benz,C-Class Cabriolet,Mercedes-Benz C-Class Cabriolet,C 300,64.5,2018-06-01,6,2018,34000.0,Petrol,17.76,Automatic,Red,Second,4.9,4.7,5.0,5.0,5.0,5.0,5.0,4.8,4.5
694,MarutiSuzuki,Wagon R,MarutiSuzuki Wagon R,VXI AMT,4.79,2016-06-01,6,2016,58671.0,Petrol,20.5,Automatic,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
2347,Renault,Duster,Renault Duster,110 PS RxZ Diesel,5.9,2014-08-01,8,2014,70000.0,Diesel,19.01,Manual,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
3590,MarutiSuzuki,Esteem,MarutiSuzuki Esteem,VXi,89000.0,2004-06-01,6,2004,80000.0,Petrol,17.76,Manual,Silver,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.8
4284,Chevrolet,Cruze,Chevrolet Cruze,LTZ AT,4.65,2011-06-01,6,2011,66000.0,Diesel,10.7,Automatic,White,First,4.5,4.5,3.2,5.0,3.6,4.3,5.0,4.7,3.0
3174,Honda,Brio,Honda Brio,S MT,4.04,2015-05-01,5,2015,43136.0,Petrol,19.4,Manual,Blue,Second,4.3,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.1
1849,BMW,7-Series,BMW 7-Series,760Li Sedan,30.0,2010-06-01,6,2010,26195.0,Petrol,7.75,Automatic,White,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.6
1337,Hyundai,i10,Hyundai i10,Sportz 1.2 AT Kappa2,3.45,2011-06-01,6,2011,30131.0,Petrol,16.95,Automatic,Grey,First,4.6,4.5,5.0,5.0,3.9,4.5,5.0,4.7,2.9
4042,Mahindra,Scorpio,Mahindra Scorpio,S11 2WD 7 STR,8.5,2018-06-01,6,2018,50000.0,Diesel,15.0,Manual,Black,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.3
2300,Volkswagen,Tiguan,Volkswagen Tiguan,Highline TDI,21.5,2018-09-01,9,2018,109000.0,Diesel,16.65,Automatic,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
607,MarutiSuzuki,Celerio,MarutiSuzuki Celerio,ZXi [2017-2019],5.75,2018-06-01,6,2018,37290.0,Petrol,23.1,Manual,Silver,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.7
2584,Honda,City,Honda City,V CVT Petrol [2017-2019],8.75,2017-05-01,5,2017,36000.0,Petrol,18.0,Automatic,Maroon,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
4050,Mercedes-Benz,GL-Class,Mercedes-Benz GL-Class,350 CDI,35.0,2014-06-01,6,2014,84000.0,Diesel,17.76,Automatic,White,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.3
2907,Honda,City,Honda City,VX,9.9,2019-06-01,6,2019,42000.0,Petrol,15.84,Manual,White,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.4
4246,Hyundai,Verna,Hyundai Verna,1.4 VTVT,7.29,2016-06-01,6,2016,48200.0,Petrol,19.41,Manual,White,First,4.5,4.5,3.2,5.0,3.6,4.3,5.0,4.7,3.0
2726,LandRover,Range Rover,LandRover Range Rover,3.6 TDV8 Vogue SE Diesel,35.0,2010-06-01,6,2010,98396.0,Diesel,15.29,Manual,Silver,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.4
5329,MarutiSuzuki,Wagon R,MarutiSuzuki Wagon R,LXI,1.0,2003-12-01,12,2003,98000.0,Petrol,19.7,Manual,Silver,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
4148,Mahindra,Bolero,Mahindra Bolero,SLX BS IV,5.51,2015-06-01,6,2015,91000.0,Diesel,15.96,Manual,White,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.3
2997,Hyundai,Santro,Hyundai Santro,GLS,2.8,2009-06-01,6,2009,20652.0,Petrol,17.92,Manual,Silver,First,4.3,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.1
4661,Mahindra,XUV700,Mahindra XUV700,AX 7 Petrol AT Luxury Pack 7 STR,26.75,2021-06-01,6,2021,8460.0,Petrol,17.76,Automatic,Black,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
73,Tata,Nexon,Tata Nexon,XZA Plus Petrol Dual Tone,7.5,2019-02-01,2,2019,47708.0,Petrol,17.88,Automatic,Red,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.7
1299,MarutiSuzuki,Wagon R,MarutiSuzuki Wagon R,LXI CNG,4.75,2017-06-01,6,2017,94000.0,CNG,19.7,Manual,Grey,First,4.6,4.5,5.0,5.0,3.9,4.5,5.0,4.7,2.9
5286,Mercedes-Benz,SLK-Class,Mercedes-Benz SLK-Class,SLK 200 K,29.0,2011-02-01,2,2011,11000.0,Petrol,7.6,Automatic,Red,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
4456,MarutiSuzuki,Ciaz,MarutiSuzuki Ciaz,Sigma 1.4 MT,7.02,2017-05-01,5,2017,75137.0,Petrol,20.73,Manual,Bronze,Second,4.4,4.1,5.0,5.0,3.6,4.3,5.0,4.7,2.5
2208,Ford,Ecosport,Ford Ecosport,Titanium 1.5L TDCi,8.5,2018-03-01,3,2018,37000.0,Diesel,23.0,Manual,Red,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
4170,BMW,5-Series,BMW 5-Series,530d M Sport [2013-2017],54.0,2018-06-01,6,2018,34000.0,Diesel,14.69,Automatic,Grey,Second,4.5,4.5,3.2,5.0,3.6,4.3,5.0,4.7,3.0
1471,Skoda,Superb,Skoda Superb,2.0 TDI PD,7.0,2012-08-01,8,2012,119000.0,Diesel,12.5,Automatic,White,Second,3.9,4.5,5.0,5.0,3.6,4.5,2.3,4.7,2.0
2199,Hyundai,Grand i10,Hyundai Grand i10,Magna 1.2 Kappa VTVT [2017-2020],5.75,2017-01-01,1,2017,18453.0,Petrol,19.77,Manual,Red,First,4.5,4.5,5.0,4.8,3.6,4.3,5.0,4.5,3.4
3293,Renault,Lodgy,Renault Lodgy,85 PS RxE 8 STR,6.25,2018-08-01,8,2018,47500.0,Diesel,21.04,Manual,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.8
2948,BMW,3-Series,BMW 3-Series,320Ld Luxury Line,65.0,2021-06-01,6,2021,4000.0,Diesel,20.38,Automatic,Black,First,4.6,4.5,5.0,5.0,3.9,4.5,5.0,4.7,2.9
4776,Honda,City,Honda City,1.5 S MT,6.9,2015-06-01,6,2015,75000.0,Petrol,16.8,Manual,White,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.6
2164,Mercedes-Benz,SLK-Class,Mercedes-Benz SLK-Class,SLK 200 K,29.0,2011-02-01,2,2011,11000.0,Petrol,7.6,Automatic,Red,Second,4.3,4.5,5.0,5.0,3.6,2.5,4.6,4.7,2.2
3703,Volvo,XC60,Volvo XC60,Inscription [2017-2020],54.5,2018-06-01,6,2018,8500.0,Diesel,14.5,Automatic,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
2385,Kia,Seltos,Kia Seltos,GTX Plus AT 1.4 [2019-2020],17.75,2020-06-01,6,2020,50022.0,Petrol,16.5,Automatic,White,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.4
1850,Toyota,Prado,Toyota Prado,VX,30.0,2010-06-01,6,2010,73105.0,Petrol,5.9,Automatic,Black,Third,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.6
1795,MG,Hector,MG Hector,Sharp 1.5 DCT Petrol [2019-2020],17.4,2019-03-01,3,2019,9547.0,Petrol,13.96,Automatic,White,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.1
1054,BMW,5-Series,BMW 5-Series,520d Modern Line,14.9,2012-06-01,6,2012,42000.0,Diesel,18.48,Automatic,White,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
4417,Honda,Jazz,Honda Jazz,V Petrol,5.76,2017-05-01,5,2017,83112.0,Petrol,18.7,Manual,Black,First,4.4,4.1,5.0,5.0,3.6,4.3,5.0,4.7,2.5
869,Audi,A3,Audi A3,35 TDI Technology,27.75,2019-06-01,6,2019,9000.0,Diesel,19.2,Automatic,White,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
2807,Hyundai,Elantra,Hyundai Elantra,2.0 SX MT,5.75,2012-06-01,6,2012,78000.0,Petrol,14.59,Manual,Silver,Second,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.4
3210,Volkswagen,Jetta,Volkswagen Jetta,Trendline TDI,5.25,2013-06-01,6,2013,74000.0,Diesel,19.33,Manual,Silver,Second,4.7,4.5,5.0,5.0,3.6,5.0,5.0,4.7,3.8
303,Hyundai,Elite i20,Hyundai Elite i20,Sportz 1.2 [2016-2017],8.79,2022-01-01,1,2022,4127.0,Petrol,18.6,Manual,White,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.9
2272,Honda,City,Honda City,SV,6.25,2015-01-01,1,2015,65000.0,Petrol,15.84,Manual,Red,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
4149,MarutiSuzuki,Swift DZire,MarutiSuzuki Swift DZire,ZDI,3.55,2014-06-01,6,2014,77000.0,Diesel,23.4,Manual,White,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.3
126,LandRover,Range Rover Sport,LandRover Range Rover Sport,SDV6 HSE,74.0,2017-06-01,6,2017,56500.0,Diesel,17.76,Automatic,White,Second,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.1
4733,BMW,5-Series,BMW 5-Series,520d Luxury Line,14.9,2013-06-01,6,2013,27000.0,Diesel,18.12,Automatic,White,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.6
1830,MarutiSuzuki,Vitara Brezza,MarutiSuzuki Vitara Brezza,ZDi Plus,9.75,2018-06-01,6,2018,41500.0,Diesel,24.29,Manual,Red,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.6
4788,MarutiSuzuki,Ciaz,MarutiSuzuki Ciaz,Alpha 1.4 MT,8.0,2018-06-01,6,2018,55000.0,Petrol,20.73,Manual,White,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.6
1131,Mercedes-Benz,C-Class,Mercedes-Benz C-Class,200 K MT,5.5,2008-06-01,6,2008,75000.0,Petrol,15.85,Manual,Silver,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
4982,Ford,Endeavour,Ford Endeavour,Titanium Plus 2.0 4x4 AT,38.0,2020-06-01,6,2020,20000.0,Diesel,12.4,Automatic,Black,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.1
3049,Hyundai,Santro,Hyundai Santro,Sportz AMT [2018-2020],5.86,2019-05-01,5,2019,44040.0,Petrol,20.01,Automatic,Maroon,First,4.3,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.1
3779,Ford,Endeavour,Ford Endeavour,3.0L 4x4 AT,4.9,2011-06-01,6,2011,88000.0,Diesel,11.4,Automatic,Black,Third,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
1798,Honda,City,Honda City,VX,7.4,2015-09-01,9,2015,39779.0,Petrol,15.84,Manual,Silver,First,4.2,4.5,5.0,4.8,3.6,4.3,3.2,4.7,3.3
4006,Volvo,XC60,Volvo XC60,Inscription [2017-2020],54.5,2018-06-01,6,2018,8500.0,Diesel,14.5,Automatic,White,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.3
2916,Hyundai,Creta,Hyundai Creta,SX 1.6 CRDI,12.95,2017-06-01,6,2017,49911.0,Diesel,19.67,Manual,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.5,3.6
4844,Volkswagen,Vento,Volkswagen Vento,Trendline Diesel,3.6,2012-06-01,6,2012,80000.0,Diesel,17.58,Manual,White,Second,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.6
1620,Chevrolet,Cruze,Chevrolet Cruze,LTZ AT,4.25,2013-06-01,6,2013,61000.0,Diesel,17.3,Automatic,White,First,4.9,4.7,5.0,5.0,5.0,5.0,5.0,4.8,4.5
4867,Ford,Figo,Ford Figo,Duratorq Diesel EXI 1.4,2.65,2011-06-01,6,2011,100000.0,Diesel,14.7,Manual,White,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.6
4686,BMW,3-Series,BMW 3-Series,320d Luxury Line,45.0,2019-06-01,6,2019,15000.0,Diesel,22.69,Automatic,Blue,First,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.6
971,Skoda,Rapid,Skoda Rapid,Style 1.6 MPI,7.25,2017-03-01,3,2017,17700.0,Petrol,15.41,Manual,White,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
707,Renault,Kwid,Renault Kwid,1.0 RXT [2016-2019],3.93,2017-06-01,6,2017,61910.0,Petrol,23.01,Manual,Grey,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
2641,Honda,CR-V,Honda CR-V,2.0L 2WD AT,14.25,2016-05-01,5,2016,42000.0,Petrol,13.7,Automatic,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
4692,BMW,5-Series,BMW 5-Series,520d Luxury Line,22.5,2015-06-01,6,2015,74000.0,Diesel,18.12,Automatic,Brown,Second,4.2,4.5,5.0,5.0,3.6,4.3,3.2,4.7,3.6
3195,MarutiSuzuki,Vitara Brezza,MarutiSuzuki Vitara Brezza,VDi,9.5,2019-06-01,6,2019,73691.0,Diesel,24.29,Manual,Grey,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.6,4.3
3089,Ford,Figo,Ford Figo,Duratec Petrol ZXI 1.2,2.69,2011-05-01,5,2011,46703.0,Petrol,11.0,Manual,Black,Second,4.3,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.1
1610,Hyundai,Venue,Hyundai Venue,SX 1.0 Turbo iMT,10.75,2021-06-01,6,2021,7700.0,Petrol,17.8,Manual,White,First,4.9,4.7,5.0,5.0,5.0,5.0,5.0,4.8,4.5
20,Hyundai,Creta,Hyundai Creta,E Plus 1.4 CRDI,9.45,2018-06-01,6,2018,51446.0,Diesel,21.38,Manual,Red,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.7
3504,MarutiSuzuki,Baleno,MarutiSuzuki Baleno,Alpha Automatic,7.91,2018-05-01,5,2018,45866.0,Petrol,19.56,Automatic,Blue,First,4.6,4.2,5.0,5.0,3.6,4.3,5.0,4.7,3.9
2884,BMW,X6,BMW X6,M Coupe,69.0,2015-06-01,6,2015,60000.0,Petrol,9.0,Automatic,Blue,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.4
3060,Mahindra,Bolero,Mahindra Bolero,B6 (O),10.5,2021-06-01,6,2021,28825.0,Diesel,16.7,Manual,White,First,4.3,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.1
2421,Hyundai,Creta,Hyundai Creta,SX (O) 1.5 Diesel Automatic [2020-2022],21.25,2021-06-01,6,2021,17000.0,Diesel,19.0,Automatic,White,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.1
2625,Audi,Q3,Audi Q3,2.0 TDI quattro Premium Plus,18.75,2014-01-01,1,2014,45000.0,Diesel,15.77,Automatic,White,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
1464,Hyundai,Grand i10,Hyundai Grand i10,Sportz (O) AT 1.2 Kappa VTVT [2017-2018],5.95,2017-05-01,5,2017,26410.0,Petrol,17.49,Automatic,Red,First,3.9,4.5,5.0,5.0,3.6,4.5,2.3,4.7,2.0
2450,Hyundai,Creta,Hyundai Creta,SX 1.6 AT Petrol,14.4,2019-02-01,2,2019,29018.0,Petrol,15.29,Automatic,White,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.5
1058,BMW,5-Series,BMW 5-Series,520d Luxury Line,14.9,2013-06-01,6,2013,27000.0,Diesel,18.12,Automatic,White,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
4467,MarutiSuzuki,Swift,MarutiSuzuki Swift,VXi ABS,5.87,2017-05-01,5,2017,79986.0,Petrol,20.4,Manual,Black,First,4.4,4.1,5.0,5.0,3.6,4.3,5.0,4.7,2.5
4329,Ford,Fiesta/Classic,Ford Fiesta/Classic,1.4 TDCi CLXi,3.35,2013-06-01,6,2013,106581.0,Diesel,19.05,Manual,Grey,First,4.4,4.1,5.0,5.0,3.6,4.3,5.0,4.7,2.5
1555,Mahindra,Thar,Mahindra Thar,AX 4-STR Hard Top Diesel MT,15.49,2022-06-01,6,2022,3708.0,Diesel,13.28,Manual,Black,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.0
1851,Skoda,Octavia,Skoda Octavia,RS,29.9,2017-06-01,6,2017,46695.0,Petrol,14.5,Automatic,Silver,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.6
5096,Mercedes-Benz,M-Class,Mercedes-Benz M-Class,350 CDI,11.0,2011-06-01,6,2011,145000.0,Diesel,8.2,Automatic,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.1
4981,BMW,X5,BMW X5,xDrive30d Pure Experience (5 Seater),36.5,2014-06-01,6,2014,16000.0,Diesel,15.97,Automatic,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.1
2142,Volvo,S60,Volvo S60,Summum D4,12.5,2014-10-01,10,2014,101216.0,Diesel,20.4,Automatic,Black,Third,4.3,4.5,5.0,5.0,3.6,2.5,4.6,4.7,2.2
4644,Renault,Kwid,Renault Kwid,1.0 RXT Opt [2016-2019],4.3,2017-06-01,6,2017,50000.0,Petrol,23.01,Manual,Maroon,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
3680,BMW,3-Series,BMW 3-Series,320d Luxury Line,44.0,2020-06-01,6,2020,27000.0,Diesel,22.69,Automatic,Blue,Second,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
597,Mahindra,XUV500,Mahindra XUV500,W8,7.35,2012-06-01,6,2012,115701.0,Diesel,15.1,Manual,Purple,Third,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.7
358,Hyundai,Santro,Hyundai Santro,GLS,3.0,2012-06-01,6,2012,55612.0,Petrol,17.92,Manual,Red,First,4.5,4.2,5.0,5.0,3.6,4.3,5.0,4.7,2.9
4176,Mercedes-Benz,E-Class,Mercedes-Benz E-Class,E 220d Expression [2019-2019],58.0,2019-06-01,6,2019,31029.0,Diesel,12.06,Automatic,Grey,First,4.5,4.5,3.2,5.0,3.6,4.3,5.0,4.7,3.0
1458,Renault,Triber,Renault Triber,RXT [2019-2020],7.1,2020-05-01,5,2020,10256.0,Petrol,20.0,Manual,Yellow,First,3.9,4.5,5.0,5.0,3.6,4.5,2.3,4.7,2.0
4322,Hyundai,Santro,Hyundai Santro,GLS,2.8,2009-06-01,6,2009,20652.0,Petrol,17.92,Manual,Silver,First,4.4,4.1,5.0,5.0,3.6,4.3,5.0,4.7,2.5
1068,BMW,7-Series,BMW 7-Series,740Li DPE Signature,110.0,2019-06-01,6,2019,13500.0,Petrol,12.8,Automatic,White,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
906,Hyundai,Creta,Hyundai Creta,SX 1.6 AT CRDi,14.25,2018-10-01,10,2018,81488.0,Diesel,17.01,Automatic,Black,First,4.6,4.5,5.0,4.8,3.6,4.3,5.0,4.7,3.6
3890,Jeep,Compass,Jeep Compass,Limited Plus Diesel [2018-2020],19.9,2019-03-01,3,2019,37000.0,Diesel,16.9,Manual,Red,First,4.5,4.5,5.0,5.0,3.6,4.3,5.0,4.7,2.7
3467,MarutiSuzuki,Alto 800,MarutiSuzuki Alto 800,Lxi,3.32,2018-05-01,5,2018,79005.0,Petrol,22.74,Manual,Grey,First,4.6,4.2,5.0,5.0,3.6,4.3,5.0,4.7,3.9
2623,Kia,Seltos,Kia Seltos,GTX Plus AT 1.4 [2019-2020],17.9,2019-11-01,11,2019,14000.0,Petrol,16.5,Automatic,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
1398,Hyundai,Venue,Hyundai Venue,SX Plus 1.0 Turbo DCT,11.75,2020-06-01,6,2020,23000.0,Petrol,18.15,Automatic,Blue,First,3.9,4.5,5.0,5.0,3.6,4.5,2.3,4.7,2.0
5180,Honda,City,Honda City,V CVT Petrol [2017-2019],11.5,2019-06-01,6,2019,50000.0,Petrol,18.0,Automatic,White,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.1
4357,Hyundai,Verna,Hyundai Verna,Fluidic 1.6 VTVT SX,5.2,2012-06-01,6,2012,89723.0,Petrol,19.41,Manual,White,First,4.4,4.1,5.0,5.0,3.6,4.3,5.0,4.7,2.5
2471,Hyundai,Elite i20,Hyundai Elite i20,Sportz Plus 1.2 CVT [2019-2020],7.85,2019-09-01,9,2019,4463.0,Petrol,19.8,Automatic,Blue,First,4.7,4.5,5.0,5.0,3.6,4.3,5.0,4.7,4.1
2558,MarutiSuzuki,Baleno,MarutiSuzuki Baleno,Zeta 1.2,6.51,2018-06-01,6,2018,19640.0,Petrol,21.4,Manual,Silver,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.7
2578,Honda,Civic,Honda Civic,1.8V MT Sunroof,4.95,2012-11-01,11,2012,42500.0,Petrol,14.8,Manual,Silver,First,4.6,4.5,5.0,5.0,3.6,4.3,5.0,4.7,3.3
4265,Hyundai,Grand i10,Hyundai Grand i10,Sports Edition 1.2L Kappa VTVT,5.7,2017-06-01,6,2017,47400.0,Petrol,18.9,Manual,White,First,4.5,4.5,3.2,5.0,3.6,4.3,5.0,4.7,3.0
3409,Tata,Nexon,Tata Nexon,XZ Plus Diesel,8.64,2019-05-01,5,2019,83901.0,Diesel,23.97,Manual,White,First,4.6,4.2,5.0,5.0,3.6,4.3,5.0,4.7,3.9
